Player,Nation,Pos,Sec_Pos,Squad,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Kieran Tierney,SCO,FW,DF,Arsenal ,1997,5,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,7,7,0,0,0,0,0,0,0.11,0.11,0,0.11
Guus Til,NED,MF,FW,PSV Eindhoven,1997,12,8,769,8.5,0,2,2,0,0,0,0,0,1.9,1.9,1.3,3.2,8,23,51,0,0.23,0.23,0,0.23,0.24,0.15,0.39,0.24,0.39
Malik Tillman,USA,MF,FW,PSV Eindhoven,2002,6,6,533,5.9,3,2,5,3,0,0,3,0,0.5,0.5,1.4,1.9,8,33,31,0.51,0.34,0.84,0.51,0.84,0.09,0.24,0.32,0.09,0.32
Jurriën Timber,NED,DF,,Arsenal ,2001,13,10,848,9.4,1,1,2,1,0,0,2,0,0.6,0.6,1.4,2,13,47,18,0.11,0.11,0.21,0.11,0.21,0.07,0.15,0.21,0.07,0.21
Quinten Timber,NED,MF,,Feyenoord ,2001,7,7,595,6.6,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,9,18,16,0,0.15,0.15,0,0.15,0.04,0.03,0.07,0.04,0.07
Vinicius Tobias,BRA,DF,,Shakhtar ,2004,3,2,210,2.3,0,0,0,0,0,0,1,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0
Marko Tolić,CRO,MF,,Slovan Bratislava,1996,7,5,458,5.1,1,1,2,1,0,0,4,1,0.3,0.3,0.7,1,10,27,20,0.2,0.2,0.39,0.2,0.39,0.05,0.14,0.19,0.05,0.19
Rafael Tolói,ITA,DF,,Atalanta ,1990,4,2,212,2.4,0,0,0,0,0,0,1,1,0,0,0,0,2,11,1,0,0,0,0,0,0.01,0,0.01,0,0
Fikayo Tomori,ENG,DF,,Milan ,1997,7,6,564,6.3,0,1,1,0,0,0,3,0,0.1,0.1,0.1,0.2,5,43,1,0,0.16,0.16,0,0.16,0.02,0.02,0.04,0.02,0.04
Pablo Torre,ESP,FW,MF,Barcelona ,2003,2,0,21,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,2,2,0,0,0,0,0,1.74,0,1.74,1.74,1.74
Raúl Torrente,ESP,DF,,Dinamo Zagreb,2001,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ferrán Torres,ESP,FW,,Barcelona ,2000,11,3,426,4.7,3,1,4,3,0,0,1,0,3.1,3.1,0.5,3.6,2,8,31,0.63,0.21,0.85,0.63,0.85,0.64,0.11,0.75,0.64,0.75
Pau Torres,ESP,DF,,Aston Villa,1997,9,7,680,7.6,0,2,2,0,0,0,1,0,0.6,0.6,0,0.6,7,23,1,0,0.26,0.26,0,0.26,0.08,0,0.08,0.08,0.08
Lorenzo Torriani,ITA,GK,,Milan ,2005,1,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ousmane Toure,FRA,DF,,Lille ,2005,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Gernot Trauner,AUT,DF,,Feyenoord ,1992,9,7,659,7.3,1,1,2,1,0,0,2,0,0.4,0.4,0.5,0.8,4,36,0,0.14,0.14,0.27,0.14,0.27,0.05,0.06,0.11,0.05,0.11
Francisco Trincão,POR,MF,FW,Sporting CP,1999,9,9,787,8.7,0,1,1,0,0,0,1,0,1,1,0.9,1.9,25,28,35,0,0.11,0.11,0,0.11,0.11,0.1,0.22,0.11,0.22
Leandro Trossard,BEL,FW,,Arsenal ,1994,14,6,668,7.4,2,2,4,2,0,1,1,0,2.7,1.9,0.7,2.6,18,32,45,0.27,0.27,0.54,0.27,0.54,0.37,0.09,0.45,0.26,0.35
Anatolii Trubin,UKR,GK,,Benfica ,2001,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auston Trusty,USA,DF,,Celtic ,1998,10,9,816,9.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,35,1,0,0,0,0,0,0.02,0.01,0.04,0.02,0.04
Kostas Tsimikas,GRE,DF,,Liverpool ,1996,6,5,443,4.9,0,1,1,0,0,0,1,0,0.3,0.3,1,1.2,3,23,15,0,0.2,0.2,0,0.2,0.05,0.2,0.25,0.05,0.25
Viktor Tsyhankov,UKR,FW,,Girona ,1997,5,5,325,3.6,0,0,0,0,0,0,0,0,0.8,0.8,0.7,1.4,10,9,21,0,0,0,0,0,0.21,0.19,0.4,0.21,0.4
Indrit Tuci,ALB,FW,,Sparta Prague,2000,2,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Christos Tzolis,GRE,FW,MF,Club Brugge,2002,12,12,932,10.4,1,2,3,1,0,0,2,0,2.1,2.1,2.5,4.7,37,36,70,0.1,0.19,0.29,0.1,0.29,0.21,0.24,0.45,0.21,0.45
Ayase Ueda,JPN,FW,,Feyenoord ,1998,8,4,384,4.3,2,0,2,2,0,1,0,0,1.7,1,0,1,4,3,14,0.47,0,0.47,0.47,0.47,0.41,0,0.41,0.22,0.22
Filip Ugrinic,SUI,MF,,Young Boys,1999,7,7,597,6.6,0,1,1,0,0,0,3,0,0.2,0.2,1.1,1.3,7,20,10,0,0.15,0.15,0,0.15,0.03,0.16,0.19,0.03,0.19
Sven Ulreich,GER,GK,,Bayern Munich,1988,1,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deniz Undav,GER,FW,MF,Stuttgart ,1996,6,6,420,4.7,1,1,2,1,0,0,1,0,1.8,1.8,1.5,3.3,9,13,38,0.21,0.21,0.43,0.21,0.43,0.38,0.32,0.7,0.38,0.7
Dayot Upamecano,FRA,DF,,Bayern Munich,1998,11,11,990,11,0,0,0,0,0,0,1,0,0.9,0.9,0.4,1.3,8,64,1,0,0,0,0,0,0.08,0.04,0.11,0.08,0.11
Kacper Urbanski,POL,MF,FW,Bologna ,2004,4,3,211,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,6,10,13,0,0,0,0,0,0.1,0,0.1,0.1,0.1
Jonas Urbig,GER,GK,,Bayern Munich,2003,4,3,303,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josha Vagnoman,GER,DF,FW,Stuttgart ,2000,7,7,540,6,1,1,2,1,0,0,0,0,0.8,0.8,0.4,1.2,5,16,27,0.17,0.17,0.33,0.17,0.33,0.13,0.06,0.19,0.13,0.19
Álex Valle,ESP,DF,,Celtic ,2004,5,1,212,2.4,0,1,1,0,0,0,0,0,0,0,0.3,0.3,7,14,8,0,0.42,0.42,0,0.42,0.01,0.12,0.13,0.01,0.13
Federico Valverde,URU,MF,DF,Real Madrid,1998,14,14,"1,235",13.7,0,3,3,0,0,0,1,0,0.4,0.4,2.6,3,24,78,23,0,0.22,0.22,0,0.22,0.03,0.2,0.22,0.03,0.22
Virgil van Dijk,NED,DF,,Liverpool ,1991,9,9,840,9.3,1,0,1,1,0,0,2,0,0.7,0.7,0,0.7,1,36,0,0.11,0,0.11,0.11,0.11,0.08,0,0.08,0.08,0.08
Hans Vanaken,BEL,MF,FW,Club Brugge,1992,12,12,"1,080",12,1,1,2,0,1,1,1,0,1.6,0.8,1.3,2.1,10,68,23,0.08,0.08,0.17,0,0.08,0.13,0.11,0.24,0.07,0.17
Vanderson,BRA,DF,,Monaco ,2001,9,9,778,8.6,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,17,23,45,0,0.23,0.23,0,0.23,0.01,0.09,0.1,0.01,0.1
Maarten Vandevoordt,BEL,GK,,RB Leipzig,2002,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Vázquez,ESP,DF,,Real Madrid,1991,10,6,575,6.4,1,1,2,1,0,0,4,0,0.5,0.5,1.1,1.6,7,25,47,0.16,0.16,0.31,0.16,0.31,0.09,0.18,0.26,0.09,0.26
Joey Veerman,NED,MF,,PSV Eindhoven,1998,8,5,545,6.1,0,3,3,0,0,0,2,0,0.8,0.8,1.2,2.1,0,52,4,0,0.5,0.5,0,0.5,0.13,0.21,0.34,0.13,0.34
Renato Veiga,POR,DF,,Juventus ,2003,2,2,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0
Romeo Vermant,BEL,FW,MF,Club Brugge,2004,5,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,4,0,0,0,0,0,0.08,0,0.08,0.08,0.08
Arthur Vermeeren,BEL,MF,,RB Leipzig,2005,7,4,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,3,19,4,0,0,0,0,0,0,0,0,0,0
Hugo Vetlesen,NOR,MF,FW,Club Brugge,2000,7,1,184,2,0,1,1,0,0,0,2,0,0.8,0.8,0.1,0.9,1,5,8,0,0.49,0.49,0,0.49,0.37,0.06,0.43,0.37,0.43
William Vick,DEN,MF,FW,Sturm Graz,2003,8,8,665,7.4,0,1,1,0,0,0,0,0,0.6,0.6,1.3,1.9,16,11,42,0,0.14,0.14,0,0.14,0.09,0.17,0.26,0.09,0.26
Pau Victor,ESP,FW,,Barcelona ,2001,6,0,53,0.6,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,3,2,0,0,0,0,0,0,0.5,0.5,0,0.5
Peter Vindahl Jensen,DEN,GK,,Sparta Prague,1998,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alan Virginius,FRA,FW,MF,Young Boys,2003,7,2,298,3.3,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,7,1,21,0,0.3,0.3,0,0.3,0.04,0.06,0.1,0.04,0.1
Martin Vitík,CZE,DF,,Sparta Prague,2003,8,8,720,8,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,6,20,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Vitinha,POR,MF,,Paris S-G,2000,17,16,"1,447",16.1,2,2,4,1,1,2,0,0,2.3,0.7,2.1,2.8,24,103,21,0.12,0.12,0.25,0.06,0.19,0.15,0.13,0.28,0.05,0.18
Dušan Vlahović,SRB,FW,,Juventus ,2000,9,6,548,6.1,4,1,5,3,1,1,1,0,3.2,2.4,1,3.4,6,11,29,0.66,0.16,0.82,0.49,0.66,0.56,0.18,0.73,0.42,0.6
Siemen Voet,BEL,DF,,Slovan Bratislava,2000,3,3,255,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,9,3,0,0,0,0,0,0.06,0.01,0.08,0.06,0.08
Matúš Vojtko,SVK,DF,,Slovan Bratislava,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12,0.12,0,0.12
Stefan de Vrij,NED,DF,,Inter ,1992,9,8,687,7.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,29,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Kyle Walker,ENG,DF,,Manchester City,1990,2,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Kyle Walker,ENG,DF,,Milan ,1990,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,9,15,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1
Ollie Watkins,ENG,FW,,Aston Villa,1995,12,9,695,7.7,1,4,5,1,0,1,0,0,3.2,2.4,2.6,5,11,9,52,0.13,0.52,0.65,0.13,0.65,0.42,0.34,0.75,0.32,0.65
Timothy Weah,USA,DF,FW,Juventus ,2000,9,5,558,6.2,1,1,2,1,0,0,1,0,0.1,0.1,1.2,1.3,21,20,37,0.16,0.16,0.32,0.16,0.32,0.02,0.2,0.22,0.02,0.22
Vladimír Weiss,SVK,FW,MF,Slovan Bratislava,1989,3,2,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,7,7,8,0,0,0,0,0,0.12,0.03,0.14,0.12,0.14
Timon Wellenreuther,GER,GK,,Feyenoord ,1995,11,10,955,10.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ben White,ENG,DF,,Arsenal ,1997,9,4,335,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,29,12,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
Tomáš Wiesner,CZE,DF,MF,Sparta Prague,1997,7,6,505,5.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,17,16,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
Kevin Wimmer,AUT,DF,,Slovan Bratislava,1992,5,5,450,5,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,9,13,7,0.2,0,0.2,0.2,0.2,0.04,0,0.04,0.04,0.04
Florian Wirtz,GER,MF,FW,Leverkusen ,2003,9,9,759,8.4,6,1,7,5,1,1,2,0,3.6,2.8,2.2,5.1,28,53,74,0.71,0.12,0.83,0.59,0.71,0.43,0.26,0.69,0.34,0.6
Axel Witsel,BEL,DF,,Atlético Madrid,1989,4,3,271,3,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Gregory Wüthrich,SUI,DF,,Sturm Graz,1994,4,4,279,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.01,0.01,0,0.01
Granit Xhaka,SUI,MF,,Leverkusen ,1992,10,9,818,9.1,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,10,75,12,0,0,0,0,0,0.06,0.08,0.13,0.06,0.13
Antal Yaakobishvili,HUN,DF,,Girona ,2004,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malick Yalcouye,CIV,MF,FW,Sturm Graz,2005,8,7,618,6.9,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,14,13,15,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
Lamine Yamal,ESP,FW,,Barcelona ,2007,13,13,"1,094",12.2,5,3,8,5,0,0,0,0,4.2,4.2,2.1,6.3,74,62,152,0.41,0.25,0.66,0.41,0.66,0.35,0.18,0.53,0.35,0.53
Erencan Yardimci,TUR,FW,,Sturm Graz,2002,5,0,101,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,2,10,0,0,0,0,0,0.09,0,0.09,0.09,0.09
Kenan Yıldız,TUR,FW,MF,Juventus ,2005,10,8,665,7.4,1,1,2,1,0,0,1,0,0.6,0.6,0.3,1,28,25,57,0.14,0.14,0.27,0.14,0.27,0.09,0.05,0.14,0.09,0.14
Seol Young-woo,KOR,DF,,Red Star,1998,8,8,700,7.8,0,3,3,0,0,0,1,0,0.2,0.2,0.5,0.7,13,34,38,0,0.39,0.39,0,0.39,0.02,0.06,0.09,0.02,0.09
Dan-Axel Zagadou,FRA,DF,,Stuttgart ,1999,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danijel Zagorac,CRO,GK,,Dinamo Zagreb,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Zaïre-Emery,FRA,MF,,Paris S-G,2006,13,6,605,6.7,1,0,1,1,0,0,0,0,1.2,1.2,0.4,1.6,15,44,21,0.15,0,0.15,0.15,0.15,0.19,0.06,0.25,0.19,0.25
Denis Zakaria,SUI,MF,,Monaco ,1996,7,7,613,6.8,1,0,1,0,1,1,3,0,0.9,0.2,0.1,0.3,2,37,5,0.15,0,0.15,0,0,0.14,0.02,0.16,0.02,0.04
Nicola Zalewski,POL,MF,DF,Inter ,2002,2,0,38,0.4,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,2,4,4,0,0,0,0,0,0.17,0,0.17,0.17,0.17
Nicolò Zaniolo,ITA,FW,MF,Atalanta ,1999,7,0,133,1.5,1,0,1,1,0,0,1,0,1,1,0.1,1.1,4,3,14,0.68,0,0.68,0.68,0.68,0.67,0.05,0.72,0.67,0.72
Davide Zappacosta,ITA,DF,,Atalanta ,1992,9,8,697,7.7,0,5,5,0,0,0,0,0,1.1,1.1,3.3,4.4,42,43,90,0,0.65,0.65,0,0.65,0.14,0.42,0.56,0.14,0.56
Gjivai Zechiël,NED,MF,,Feyenoord ,2004,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4,0,0,0,0,0,0,0.07,0.03,0.1,0.07,0.1
Jaroslav Zelený,CZE,DF,,Sparta Prague,1992,5,3,298,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,3,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07
Ramiz Zerrouki,ALG,MF,,Feyenoord ,1998,4,1,114,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Edon Zhegrova,KVX,FW,MF,Lille ,1999,5,3,363,4,1,1,2,1,0,0,1,0,0.4,0.4,0.8,1.1,14,9,31,0.25,0.25,0.5,0.25,0.5,0.1,0.19,0.28,0.1,0.28
Piotr Zieliński,POL,MF,,Inter ,1994,10,6,588,6.5,0,1,1,0,0,1,0,0,1.4,0.6,0.7,1.3,16,30,9,0,0.15,0.15,0,0.15,0.23,0.11,0.34,0.1,0.21
Oleksandr Zinchenko,UKR,DF,MF,Arsenal ,1996,6,2,194,2.2,1,0,1,1,0,0,0,0,0.2,0.2,0.6,0.9,1,17,13,0.46,0,0.46,0.46,0.46,0.11,0.3,0.41,0.11,0.41
Luc Zogbé,CIV,DF,,Brest ,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,2,1,0,0,0,0,0,0.01,0.15,0.16,0.01,0.16
Tanguy Zoukrou,FRA,DF,,Young Boys,2003,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Oleksandr Zubkov,UKR,FW,MF,Shakhtar ,1996,8,7,532,5.9,2,1,3,2,0,0,0,0,1.3,1.3,1,2.3,11,20,31,0.34,0.17,0.51,0.34,0.51,0.22,0.17,0.4,0.22,0.4
Lovro Zvonarek,CRO,MF,FW,Sturm Graz,2005,6,0,140,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,3,5,9,0,0,0,0,0,0.22,0.07,0.29,0.22,0.29
Martin Ødegaard,NOR,MF,,Arsenal ,1998,11,9,797,8.9,3,1,4,3,0,0,0,0,1.9,1.9,1.5,3.4,31,58,39,0.34,0.11,0.45,0.34,0.45,0.21,0.17,0.38,0.21,0.38
Łukasz Łakomy,POL,MF,,Young Boys,2001,7,5,444,4.9,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,5,20,9,0.2,0,0.2,0.2,0.2,0.06,0.04,0.1,0.06,0.1
