Player,Nation,Pos,Sec_Pos,Squad,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Kyogo Furuhashi,JPN,FW,,Celtic ,1995,7,6,462,5.1,1,0,1,1,0,0,0,0,2.5,2.5,0,2.5,2,1,14,0.19,0,0.19,0.19,0.19,0.48,0,0.48,0.48,0.48
Matteo Gabbia,ITA,DF,,Milan ,1999,6,5,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,1,20,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09
Artur Gajdoš,SVK,MF,DF,Slovan Bratislava,2004,4,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,3,0,0,0,0,0,0,0.3,0.49,0.79,0.3,0.79
Cody Gakpo,NED,FW,,Liverpool ,1999,8,4,369,4.1,3,1,4,2,1,1,0,0,2.6,1.8,1.4,3.2,21,16,49,0.73,0.24,0.98,0.49,0.73,0.68,0.35,1.03,0.48,0.83
Javi Galán,ESP,DF,,Atlético Madrid,1994,6,6,450,5,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,13,19,30,0,0.2,0.2,0,0.2,0.01,0.05,0.06,0.01,0.06
Conor Gallagher,ENG,MF,,Atlético Madrid,2000,9,4,469,5.2,1,1,2,1,0,0,0,0,0.6,0.6,0.2,0.8,3,13,15,0.19,0.19,0.38,0.19,0.38,0.11,0.04,0.15,0.11,0.15
Silvère Ganvoula M'Boussy,CGO,FW,,Young Boys,1996,8,6,486,5.4,1,0,1,1,0,0,1,0,1.6,1.6,0,1.7,8,4,19,0.19,0,0.19,0.19,0.19,0.3,0,0.31,0.3,0.31
Aleix García,ESP,MF,,Leverkusen ,1997,10,4,364,4,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1.1,0,17,5,0.25,0,0.25,0.25,0.25,0.23,0.05,0.28,0.23,0.28
Eric García,ESP,DF,MF,Barcelona ,2001,9,3,276,3.1,2,0,2,2,0,0,0,1,1.1,1.1,0.3,1.3,2,22,6,0.65,0,0.65,0.65,0.65,0.35,0.09,0.44,0.35,0.44
Fran Garcia,ESP,DF,,Real Madrid,1999,9,1,268,3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,8,13,20,0,0,0,0,0,0,0.1,0.1,0,0.1
Jastin García,ESP,DF,,Girona ,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Federico Gatti,ITA,DF,,Juventus ,1998,9,8,801,8.9,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,11,36,2,0,0.11,0.11,0,0.11,0.03,0.01,0.04,0.03,0.04
Gavi,ESP,MF,,Barcelona ,2004,10,3,301,3.3,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.4,4,11,15,0,0,0,0,0,0.08,0.05,0.14,0.08,0.14
Jusuf Gazibegović,BIH,DF,,Sturm Graz,2000,5,5,450,5,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.8,4,12,14,0,0,0,0,0,0.03,0.12,0.15,0.03,0.15
Paulo Gazzaniga,ARG,GK,,Girona ,1992,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viggo Gebel,GER,DF,,RB Leipzig,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lutsharel Geertruida,NED,DF,,RB Leipzig,2000,8,7,617,6.9,0,0,0,0,0,0,1,0,0.1,0.1,1,1.2,4,23,16,0,0,0,0,0,0.02,0.15,0.17,0.02,0.17
Niklas Geyrhofer,AUT,DF,,Sturm Graz,2000,6,5,449,5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,4,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Alaa Ghram,TUN,DF,,Shakhtar ,2001,2,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bryan Gil,ESP,FW,MF,Girona ,2001,6,6,447,5,0,0,0,0,0,0,3,0,0.5,0.5,1.4,1.9,20,17,48,0,0,0,0,0,0.1,0.28,0.38,0.1,0.38
Santiago Giménez,MEX,FW,,Milan ,2001,2,2,152,1.7,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,2,3,7,0.59,0,0.59,0.59,0.59,0.44,0.1,0.55,0.44,0.55
Santiago Giménez,MEX,FW,,Feyenoord ,2001,5,4,294,3.3,5,1,6,4,1,1,1,0,2.9,2.1,0.1,2.3,4,4,14,1.53,0.31,1.84,1.22,1.53,0.89,0.05,0.93,0.64,0.69
Jamie Gittens,ENG,FW,MF,Dortmund ,2004,14,11,845,9.4,4,0,4,4,0,0,0,0,1.7,1.7,1,2.7,48,20,88,0.43,0,0.43,0.43,0.43,0.18,0.11,0.29,0.18,0.29
Omri Glazer,ISR,GK,,Red Star,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Gloukh,ISR,FW,MF,RB Salzburg,2004,8,8,679,7.5,0,2,2,0,0,0,1,0,0.6,0.6,1.2,1.7,44,37,48,0,0.27,0.27,0,0.27,0.08,0.16,0.23,0.08,0.23
Serge Gnabry,GER,FW,,Bayern Munich,1995,12,5,552,6.1,0,2,2,0,0,0,2,0,1.8,1.8,1.5,3.3,22,25,87,0,0.33,0.33,0,0.33,0.3,0.24,0.54,0.3,0.54
Ben Godfrey,ENG,DF,,Atalanta ,1998,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandr Golovin,RUS,FW,MF,Monaco ,1996,9,6,574,6.4,0,1,1,0,0,0,1,0,0.5,0.5,1.2,1.7,14,25,33,0,0.16,0.16,0,0.16,0.08,0.19,0.27,0.08,0.27
André Gomes,POR,MF,,Lille ,1993,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
Angel Gomes,ENG,MF,,Lille ,2000,4,3,159,1.8,1,0,1,1,0,0,2,1,0,0,0.3,0.3,0,5,5,0.57,0,0.57,0.57,0.57,0.01,0.14,0.16,0.01,0.16
Marlon Gomes,BRA,MF,,Shakhtar ,2003,7,4,288,3.2,1,0,1,1,0,0,2,0,0.6,0.6,0,0.6,4,11,5,0.31,0,0.31,0.31,0.31,0.18,0.01,0.19,0.18,0.19
Joe Gomez,ENG,DF,,Liverpool ,1997,4,1,122,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,10,3,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1
Pedro Gonçalves,POR,MF,,Sporting CP,1998,3,2,201,2.2,0,2,2,0,0,0,1,0,0.7,0.7,1.4,2.1,5,9,4,0,0.9,0.9,0,0.9,0.3,0.62,0.92,0.3,0.92
Facundo González,URU,DF,,Feyenoord ,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Nicolás González,ESP,MF,,Manchester City,2002,1,1,90,1,1,0,1,1,0,0,1,0,0.9,0.9,0,0.9,2,6,1,1,0,1,1,1,0.91,0,0.91,0.91,0.91
Nicolás González,ARG,FW,,Juventus ,1998,6,5,361,4,1,1,2,1,0,0,0,0,1.2,1.2,0.4,1.7,7,13,35,0.25,0.25,0.5,0.25,0.5,0.33,0.12,0.45,0.33,0.45
Jon Gorenc Stanković,SVN,MF,,Sturm Graz,1996,5,4,364,4,0,0,0,0,0,0,1,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0
Leon Goretzka,GER,MF,,Bayern Munich,1995,12,9,839,9.3,1,1,2,1,0,0,4,0,1.5,1.5,0.8,2.4,23,63,10,0.11,0.11,0.21,0.11,0.21,0.16,0.09,0.25,0.16,0.25
Lucas Gourna-Douath,FRA,MF,,RB Salzburg,2003,6,4,300,3.3,0,0,0,0,0,0,2,0,0,0,0,0,1,15,3,0,0,0,0,0,0,0,0,0,0
Ryan Gravenberch,NED,MF,,Liverpool ,2002,9,9,783,8.7,0,0,0,0,0,0,1,0,0,0,0.7,0.7,17,51,17,0,0,0,0,0,0,0.08,0.09,0,0.09
Jack Grealish,ENG,FW,MF,Manchester City,1995,6,4,353,3.9,1,0,1,1,0,0,1,0,0.8,0.8,0.5,1.2,23,19,36,0.25,0,0.25,0.25,0.25,0.19,0.12,0.32,0.19,0.32
Leon Grgic,AUT,FW,,Sturm Graz,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Griezmann,FRA,FW,MF,Atlético Madrid,1991,10,9,728,8.1,6,2,8,6,0,0,0,0,3.9,3.9,1.6,5.6,18,37,59,0.74,0.25,0.99,0.74,0.99,0.49,0.2,0.69,0.49,0.69
Álex Grimaldo,ESP,DF,FW,Leverkusen ,1995,10,10,865,9.6,2,1,3,2,0,0,0,0,2,2,2.2,4.1,18,44,80,0.21,0.1,0.31,0.21,0.31,0.21,0.22,0.43,0.21,0.43
Pascal Groß,GER,MF,DF,Dortmund ,1991,13,10,914,10.2,1,2,3,1,0,0,3,0,1.8,1.8,3.2,5,13,59,46,0.1,0.2,0.3,0.1,0.3,0.18,0.31,0.49,0.18,0.49
Gabriel Gudmundsson,SWE,DF,,Lille ,1999,9,5,487,5.4,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,16,19,21,0,0.18,0.18,0,0.18,0.06,0.09,0.15,0.06,0.15
Raphaël Guerreiro,POR,DF,MF,Bayern Munich,1993,9,6,520,5.8,1,0,1,1,0,0,0,0,0.3,0.3,0.7,1.1,15,34,47,0.17,0,0.17,0.17,0.17,0.06,0.13,0.19,0.06,0.19
Daouda Guindo,MLI,DF,,RB Salzburg,2002,4,1,154,1.7,1,0,1,1,0,0,1,0,0,0,0,0,1,2,3,0.58,0,0.58,0.58,0.58,0.02,0,0.02,0.02,0.02
Serhou Guirassy,GUI,FW,,Dortmund ,1996,14,12,"1,083",12,13,4,17,8,5,6,2,0,12.3,7.5,2.5,10,13,26,56,1.08,0.33,1.41,0.66,1,1.02,0.21,1.23,0.63,0.83
Péter Gulácsi,HUN,GK,,RB Leipzig,1990,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arda Güler,TUR,MF,FW,Real Madrid,2005,7,1,147,1.6,0,0,0,0,0,0,0,0,0.5,0.5,1.4,1.9,6,15,7,0,0,0,0,0,0.29,0.88,1.17,0.29,1.17
İlkay Gündoğan,GER,MF,,Manchester City,1990,10,6,523,5.8,2,0,2,2,0,0,1,0,1.7,1.7,0.5,2.2,20,51,28,0.34,0,0.34,0.34,0.34,0.29,0.09,0.38,0.29,0.38
Ivan Guteša,SRB,GK,,Red Star,2002,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Gutiérrez,ESP,MF,DF,Girona ,2001,6,6,540,6,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.8,12,26,34,0.17,0,0.17,0.17,0.17,0.09,0.04,0.13,0.09,0.13
Joško Gvardiol,CRO,DF,,Manchester City,2002,10,9,814,9,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.1,25,70,28,0,0.11,0.11,0,0.11,0.03,0.1,0.13,0.03,0.13
Viktor Gyökeres,SWE,FW,,Sporting CP,1998,8,6,608,6.8,6,1,7,4,2,2,1,0,4.5,3,1.7,4.7,29,12,64,0.89,0.15,1.04,0.59,0.74,0.67,0.25,0.92,0.45,0.7
Erling Haaland,NOR,FW,,Manchester City,2000,9,9,769,8.5,8,0,8,6,2,3,0,0,9,6.7,0.3,7.1,8,9,32,0.94,0,0.94,0.7,0.7,1.06,0.04,1.1,0.79,0.83
Anis Hadj Moussa,ALG,FW,MF,Feyenoord ,2002,11,8,783,8.7,3,0,3,3,0,0,0,0,0.7,0.7,0.5,1.2,39,30,72,0.34,0,0.34,0.34,0.34,0.08,0.05,0.14,0.08,0.14
Jaouen Hadjam,ALG,DF,,Young Boys,2003,6,6,478,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,18,13,13,0,0,0,0,0,0.04,0.05,0.08,0.04,0.08
Amadou Haidara,MLI,MF,,RB Leipzig,1998,8,8,588,6.5,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,3,27,7,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1
Massadio Haïdara,MLI,DF,,Brest ,1992,8,7,616,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,4,23,18,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07
Achraf Hakimi,MAR,DF,,Paris S-G,1998,17,17,"1,540",17.1,4,5,9,4,0,0,3,0,3.2,3.2,4.6,7.8,75,110,160,0.23,0.29,0.53,0.23,0.53,0.19,0.27,0.46,0.19,0.46
Dávid Hancko,SVK,DF,,Feyenoord ,1997,12,12,"1,080",12,1,0,1,1,0,0,1,0,1.4,1.4,0.2,1.6,17,60,15,0.08,0,0.08,0.08,0.08,0.12,0.02,0.13,0.12,0.13
Lukáš Haraslín,SVK,FW,,Sparta Prague,1996,6,4,263,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,10,5,13,0,0,0,0,0,0.1,0.08,0.18,0.1,0.18
Conrad Harder,DEN,FW,MF,Sporting CP,2005,9,4,326,3.6,1,0,1,1,0,0,0,0,1.9,1.9,0.3,2.2,6,2,23,0.28,0,0.28,0.28,0.28,0.52,0.07,0.6,0.52,0.6
Reo Hatate,JPN,MF,,Celtic ,1997,10,9,784,8.7,1,2,3,1,0,0,1,0,1.4,1.4,1.4,2.9,15,38,42,0.11,0.23,0.34,0.11,0.34,0.17,0.16,0.33,0.17,0.33
Kai Havertz,GER,FW,MF,Arsenal ,1999,8,6,561,6.2,4,1,5,4,0,0,0,0,2.6,2.6,1.1,3.7,4,19,44,0.64,0.16,0.8,0.64,0.8,0.42,0.17,0.59,0.42,0.59
Benjamin Henrichs,GER,DF,MF,RB Leipzig,1997,6,5,474,5.3,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,6,21,14,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09
Pedro Henrique,BRA,DF,,Shakhtar ,2002,6,5,446,5,0,0,0,0,0,0,1,1,0,0,0,0,7,6,6,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Mario Hermoso,ESP,DF,,Leverkusen ,1995,2,2,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lucas Hernández,FRA,DF,,Paris S-G,1996,5,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
Theo Hernández,FRA,DF,,Milan ,1997,10,10,860,9.6,0,0,0,0,0,0,4,1,1.2,1.2,0.8,1.9,24,44,57,0,0,0,0,0,0.12,0.08,0.2,0.12,0.2
Yangel Herrera,VEN,MF,,Girona ,1998,5,4,341,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.7,2,20,8,0,0,0,0,0,0.12,0.08,0.2,0.12,0.2
Isak Hien,SWE,DF,,Atalanta ,1999,8,8,709,7.9,0,1,1,0,0,0,2,0,0.7,0.7,0.3,1,5,19,3,0,0.13,0.13,0,0.13,0.09,0.04,0.13,0.09,0.13
Stefan Hierländer,AUT,MF,,Sturm Graz,1991,6,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,0,0.08,0.08,0.08
Piero Hincapié,ECU,DF,,Leverkusen ,2002,9,9,772,8.6,1,0,1,1,0,0,2,1,0.4,0.4,0.4,0.7,11,32,18,0.12,0,0.12,0.12,0.12,0.04,0.04,0.09,0.04,0.09
Morten Hjulmand,DEN,MF,,Sporting CP,1999,9,9,765,8.5,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,4,25,5,0,0,0,0,0,0.03,0.05,0.07,0.03,0.07
Jonas Hofmann,GER,MF,FW,Leverkusen ,1992,4,1,132,1.5,0,1,1,0,0,0,0,0,0,0,0.3,0.4,1,10,10,0,0.68,0.68,0,0.68,0.01,0.24,0.25,0.01,0.25
Emil Holm,SWE,DF,,Bologna ,2000,4,3,231,2.6,0,0,0,0,0,0,2,0,0,0,0.1,0.1,10,5,5,0,0,0,0,0,0,0.04,0.04,0,0.04
Tomi Horvat,SVN,MF,FW,Sturm Graz,1999,7,2,194,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,13,7,0,0,0,0,0,0.05,0.12,0.17,0.05,0.17
Arbër Hoxha,ALB,DF,MF,Dinamo Zagreb,1998,5,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Lukáš Hrádecký,FIN,GK,,Leverkusen ,1989,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yang Hyunjun,KOR,FW,,Celtic ,2002,6,1,157,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,1,4,9,0,0.57,0.57,0,0.57,0.19,0.53,0.71,0.19,0.71
Arijon Ibrahimović,GER,FW,,Bayern Munich,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Idah,IRL,FW,,Celtic ,2001,10,3,341,3.8,3,0,3,3,0,0,0,0,2.2,2.2,0.1,2.3,6,0,14,0.79,0,0.79,0.79,0.79,0.59,0.02,0.6,0.59,0.6
Danylo Ihnatenko,UKR,MF,,Slovan Bratislava,1997,5,4,329,3.7,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,0,8,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
George Ilenikhena,NGA,FW,,Monaco ,2006,6,0,113,1.3,2,0,2,2,0,0,0,0,0.5,0.5,0.1,0.6,1,3,6,1.59,0,1.59,1.59,1.59,0.43,0.06,0.49,0.43,0.49
Luka Ilić,SRB,MF,FW,Red Star,1999,5,0,89,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Marko Ilić,SRB,GK,,Red Star,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Iling-Junior,ENG,FW,MF,Bologna ,2003,8,3,349,3.9,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.6,17,8,31,0.26,0,0.26,0.26,0.26,0.11,0.03,0.14,0.11,0.14
Kastriot Imeri,SUI,MF,,Young Boys,2000,5,5,305,3.4,1,0,1,1,0,0,1,0,0.2,0.2,0.4,0.6,4,14,8,0.3,0,0.3,0.3,0.3,0.07,0.11,0.17,0.07,0.17
Hwang In-beom,KOR,MF,,Feyenoord ,1996,7,7,568,6.3,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,7,29,10,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13
Gonçalo Inácio,POR,DF,,Sporting CP,2001,7,6,486,5.4,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,2,16,0,0.19,0,0.19,0.19,0.19,0.04,0,0.04,0.04,0.04
Ismaily,BRA,DF,,Lille ,1990,4,3,226,2.5,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.6,5,8,16,0,0.4,0.4,0,0.4,0.13,0.09,0.22,0.13,0.22
Franco Israel,URU,GK,,Sporting CP,2000,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiroki Ito,JPN,DF,,Bayern Munich,1999,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cedric Itten,SUI,FW,,Young Boys,1996,7,2,234,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,1,13,0,0,0,0,0,0.1,0.13,0.23,0.1,0.23
Mirko Ivanić,MNE,MF,FW,Red Star,1993,5,3,347,3.9,1,1,2,1,0,0,0,0,1.1,1.1,0.8,1.9,13,22,34,0.26,0.26,0.52,0.26,0.52,0.29,0.2,0.49,0.29,0.49
Luka Ivanušec,CRO,MF,FW,Feyenoord ,1998,4,2,178,2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,9,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11
Leon Jakirovic,CRO,DF,,Dinamo Zagreb,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardon Jashari,SUI,MF,,Club Brugge,2002,11,11,949,10.5,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,13,40,14,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09
Seedy Jatta,NOR,FW,,Sturm Graz,2003,8,5,381,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,6,18,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11
Gabriel Jesus,BRA,FW,MF,Arsenal ,1997,5,3,258,2.9,0,1,1,0,0,0,1,0,1.4,1.4,0.4,1.8,6,5,36,0,0.35,0.35,0,0.35,0.49,0.15,0.64,0.49,0.64
Alistair Johnston,CAN,DF,,Celtic ,1998,10,10,836,9.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,15,37,25,0,0,0,0,0,0.03,0.02,0.04,0.03,0.04
Max Johnston,SCO,DF,,Sturm Graz,2003,5,3,348,3.9,0,0,0,0,0,0,1,0,0,0,0,0,4,10,7,0,0,0,0,0,0,0.01,0.01,0,0.01
Curtis Jones,ENG,MF,,Liverpool ,2001,8,4,351,3.9,0,2,2,0,0,0,0,0,0.4,0.4,2,2.3,14,18,24,0,0.51,0.51,0,0.51,0.1,0.55,0.65,0.1,0.65
Frenkie de Jong,NED,MF,,Barcelona ,1997,13,8,804,8.9,0,0,0,0,0,0,2,0,1,1,0.2,1.1,14,76,16,0,0,0,0,0,0.11,0.02,0.13,0.11,0.13
Luuk de Jong,NED,FW,,PSV Eindhoven,1990,12,10,904,10,2,1,3,2,0,0,2,0,3.7,3.7,1.5,5.2,1,16,43,0.2,0.1,0.3,0.2,0.3,0.38,0.15,0.54,0.38,0.54
Jorginho,ITA,MF,,Arsenal ,1991,6,3,324,3.6,1,0,1,0,1,1,0,0,0.8,0,0.2,0.2,1,17,5,0.28,0,0.28,0,0,0.22,0.04,0.26,0,0.04
Jota,POR,FW,,Celtic ,1999,2,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,4,3,6,0,0,0,0,0,0.05,0.28,0.33,0.05,0.33
Diogo Jota,POR,FW,,Liverpool ,1996,4,3,235,2.6,0,0,0,0,0,0,0,0,1,1,0.1,1.1,2,11,11,0,0,0,0,0,0.37,0.05,0.42,0.37,0.42
Juanpe,ESP,DF,,Girona ,1991,5,4,391,4.3,1,1,2,1,0,0,0,0,0.1,0.1,0.4,0.5,0,11,0,0.23,0.23,0.46,0.23,0.46,0.01,0.09,0.11,0.01,0.11
Mauro Júnior,BRA,DF,MF,PSV Eindhoven,1999,10,9,828,9.2,0,0,0,0,0,0,2,0,0.4,0.4,0.3,0.7,7,35,48,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
Vinicius Júnior,BRA,FW,,Real Madrid,2000,12,12,"1,103",12.3,8,2,10,7,1,2,4,0,6.7,5.1,3.8,8.9,82,28,122,0.65,0.16,0.82,0.57,0.73,0.54,0.31,0.85,0.42,0.72
Ferran Jutglà,ESP,FW,,Club Brugge,1999,12,11,847,9.4,2,1,3,2,0,0,0,0,1.4,1.4,0.3,1.8,11,14,53,0.21,0.11,0.32,0.21,0.32,0.15,0.03,0.19,0.15,0.19
Issa Kaboré,BFA,DF,,Benfica ,2001,2,1,99,1.1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
Lukas Kačavenda,CRO,MF,FW,Dinamo Zagreb,2003,6,2,217,2.4,0,0,0,0,0,0,3,0,0,0,0.2,0.2,6,5,7,0,0,0,0,0,0.01,0.08,0.1,0.01,0.1
Kaan Kairinen,FIN,MF,,Sparta Prague,1998,8,8,712,7.9,2,0,2,2,0,0,1,0,0.6,0.6,0.3,0.9,4,24,9,0.25,0,0.25,0.25,0.25,0.08,0.04,0.12,0.08,0.12
Pierre Kalulu,FRA,DF,,Juventus ,2000,8,8,645,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,9,27,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Boubacar Kamara,FRA,MF,DF,Aston Villa,1999,10,8,702,7.8,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,7,34,1,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08
Kevin Kampl,SVN,MF,,RB Leipzig,1990,5,2,263,2.9,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,14,5,0,0,0,0,0,0.01,0.12,0.14,0.01,0.14
Harry Kane,ENG,FW,,Bayern Munich,1993,13,13,"1,119",12.4,11,2,13,7,4,4,1,0,10.3,7.5,1.6,9.1,13,34,63,0.88,0.16,1.05,0.56,0.72,0.83,0.13,0.96,0.6,0.74
Lee Kang-in,KOR,FW,MF,Paris S-G,2001,11,4,468,5.2,0,0,0,0,0,0,0,0,0.4,0.4,1.6,2,19,39,56,0,0,0,0,0,0.08,0.33,0.4,0.08,0.4
Guélor Kanga,GAB,MF,FW,Red Star,1990,5,1,143,1.6,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,2,7,0,0.63,0,0.63,0.63,0.63,0.04,0,0.04,0.04,0.04
Atakan Karazor,,MF,,Stuttgart ,1996,7,7,553,6.1,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,37,6,0,0,0,0,0,0.01,0.06,0.08,0.01,0.08
Rick Karsdorp,NED,DF,,PSV Eindhoven,1995,7,4,333,3.7,0,0,0,0,0,0,2,0,0,0,0.1,0.2,3,29,9,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
Guram Kashia,GEO,DF,,Slovan Bratislava,1987,8,8,708,7.9,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,5,17,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Aleksandar Katai,SRB,FW,,Red Star,1991,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Silas Katompa,COD,FW,,Red Star,1998,8,8,618,6.9,2,0,2,2,0,0,1,0,1.2,1.2,0.6,1.8,16,18,42,0.29,0,0.29,0.29,0.29,0.18,0.08,0.26,0.18,0.26
Takumu Kawamura,JPN,MF,,RB Salzburg,1999,3,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Thilo Kehrer,GER,DF,,Monaco ,1996,10,10,855,9.5,1,1,2,1,0,0,2,0,0.9,0.9,0,0.9,7,43,1,0.11,0.11,0.21,0.11,0.21,0.1,0,0.1,0.1,0.1
Yannik Keitel,GER,MF,,Stuttgart ,2000,4,1,145,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0,0.1,1,11,2,0.62,0,0.62,0.62,0.62,0.09,0,0.09,0.09,0.09
